등록번호,청구기호,서명,저자,발행자,발행년,가격
BRP000452729,115-양58ㅇ,우리의 시간은 공평할까 : 오늘을 위해 내일을 당겨쓰는 사람들,양승광 지음,씽크스마트,2020,"13,800"
BRP000452730,329.211-정811ㅇ,"워 오브 머니=War of money : 밑 빠진 나라 살림, 내 세금을 지켜라",정창수 지음,이매진,2020,"13,800"
BRP000452731,181.845-하61ㅇ,(원하는 나를 만드는) 오직 66일,자브리나 하아제 지음 ; 오지원 옮김,위즈덤하우스,2020,"13,800"
BRP000452732,372.2-마58ㅇ,위기의 선생님에겐 반격이 필요해!,마쓰오 히데아키 지음 ; 이선영 옮김,테크빌교육,2020,"16,000"
BRP000452733,373-박225ㅇ,의대생 공부법 : 입시 위너들의 단기간 고효율 학습 노하우,"박동호,김나현,이기준 지음",RHK(알에이치코리아),2020,"15,000"
BRP000452734,340.99-양72ㅇ,이낙연은 넥타이를 전날 밤에 고른다 : 보좌관의 눈에 비친 정치미식가,양재원 지음,북콤마,2020,"15,500"
BRP000452735,337.2-이233,이렇게 하루하루 살다보면 세상도 바뀌겠지 : 2030 에코페미니스트 다이어리,"안현진,진은선,황주영,배보람,용윤신,김주온,유비,김신효정 지음",이매진,2020,"14,800"
BRP000452736,370.9-이51,이상한 나라의 학교 : 교육의 미래에 먼저 도착한 사람들을 찾아서,"강윤중,권도현,남지원,노도현,박효재,배동민,심진용,이석우,장회정,정지윤 지음",글항아리,2020,"15,000"
BRP000452737,325.211-가213ㅇ,인맥보다 강력한 네트워킹의 힘,제이닌 가너 지음 ; 박미연 옮김,트로이목마,2020,"14,500"
BRP000452738,325.555-정79ㅇ,인스타그램 마케팅 잘하는 사람은 이렇게 합니다,정진수 지음,나비의활주로,2020,"15,000"
BRP000452740,337.2-도238ㅈ,"자신을 방어하기 : 소수자들, 빼앗긴 폭력을 되찾다",엘자 도를랑 지음 ; 윤김지영 옮김,그린비,2020,"23,000"
BRP000452741,181.845-자91ㅈ,작은 습관 연습 : 인생의 변화는 반복에서 시작된다,데이먼 자하리아데스 지음 ; 고영훈 옮김,더난콘텐츠그룹,2020,"13,000"
BRP000452742,327.856-사14ㅈ,(스타강사 사경인 회계사의) 재무제표 모르면 주식투자 절대로 하지마라,사경인 지음,베가북스,2020,"19,800"
BRP000452743,327.856-강44ㅈ,저는 주식투자가 처음인데요 : 완전 생초보의 주식투자 입문기. 기본편,강병욱 지음,한빛비즈,2020,"16,500"
BRP000452744,327.856-강44ㅈ,저는 주식투자가 처음인데요 : 주식 대가 14인이 알려주는 나에게 딱 맞는 투자전략. 투자전략편,강병욱 지음,한빛비즈,2020,"17,500"
BRP000452745,325.2112-이94ㅈ,전보다 적게 일하고 많이 벌고 있습니다 : 부와 행복을 동시에 거머쥐는 시간 관리 비법,이현정 지음,길벗,2020,"14,500"
BRP000452746,300-브231ㅈ,제국적 생활양식을 넘어서 : 전 지구적 자본주의 시대의 인간과 자연에 대한 착취,"울리히 브란트,마르쿠스 비센 지음 ; 이신철 옮김",에코리브르,2020,"18,000"
BRP000452747,327.04-리75ㅈ,존리의 부자되기 습관 : 대한민국 경제독립 액션 플랜,존리 지음,지식노마드,2020,"15,000"
BRP000452748,332.6-존58ㅈ,지식인의 두 얼굴,폴 존슨 지음 ; 윤철희 옮김,을유문화사,2020,"22,000"
BRP000452749,331.47-세213ㅈ,짓기와 거주하기 : 도시를 위한 윤리,리처드 세넷 지음 ; 김병화 옮김,김영사,2019,"22,000"
BRP000452750,325.555-로73ㅋ,큐레이션 : 정보 과잉 시대의 돌파구,스티븐 로젠바움 지음 ; 이시은 옮김,이코노믹북스,2019,"19,000"
BRP000452751,325.21-원47ㅌ,"퇴사 말고, 사이드잡 : 월급에서 자유롭고 싶은 당신을 위한 두 번째 밥벌이 가이드북",원부연 지음,카시오페아,2020,"14,000"
BRP000452752,327.856-데237ㅌ,투자는 워런 버핏처럼 : 주식으로 부자 되는 버핏의 투자 법칙 7,구와바라 데루야 지음 ; 김경원 옮김,에이지21(에이지이십일),2020,"14,000"
BRP000452753,370.13-크233ㅌ,트라우마 공감학교 : 상처받은 아이들과 교사들이 함께 공감하는 학교 만들기,수잔 크레이그 지음 ; 김현수 옮김,에듀니티,2020,"15,000"
BRP000452754,340.4-그239ㅍ=2,폭군 : 셰익스피어에게 배우는 권력의 원리,스티븐 그린블랫 지음 ; 이종인 옮김,being,2020,"16,000"
BRP000452755,646.1-구45ㅍ,필체를 바꾸면 인생이 바뀐다 : 국내 최고 필적 전문가 구본진 박사가 들려주는 글씨와 운명,구본진 지음,쌤앤파커스,2020,"14,800"
BRP000452756,199.5-한72ㅎ,하루 5분 공부 각오 : 365일 절대 공부를 포기하지 않는 힘,한재우 지음,21세기북스,2020,"15,800"
BRP000452757,330.99-아13ㅎ,하워드 진=Howard Zinn : 미국의 지배이데올로기에 저항한 불복종자,아거 지음,인물과사상사,2020,"10,000"
BRP000452758,375.2-학16,학교 적응 놀이 : 6세부터 9세까지 공부머리 키우는,"박희진,김정미,장영수,이승조,강인구,김태관,김가윤 지음 ; 김한결 그림",테크빌교육,2020,"16,500"
BRP000452759,337.2-박811ㅎ,"한국의 가족과 여성혐오, 1950?2020",박찬효 지음,책과함께,2020,"33,000"
BRP000452760,332.6-김17ㅎ,혁명노트,김규항 지음,Alma(알마),2020,"14,400"
BRP000452761,339-김94ㅎ,협동조합 클로즈업 : 만들 땐 몰랐던 협동조합의 어려움,김현하 지음,아이쿱협동조합연구소,2020,"15,000"
BRP000452762,327.94-임14ㅎ,환율은 어떻게 움직이는가? : 미래를 예측하는 환율전략,임경 지음,생각비행,2020,"20,000"
BRP000452763,199.1-우61ㅎ,희망은 고통과 함께 온다,우암교육사상연구소 지음,나남,2020,"12,000"
BRP000452764,400-박72ㅈ,(100가지 예상 주제로 보는) 중·고등학교 과학토론 완전정복,"박재용,정기영 지음",MID(엠아이디),2020,"17,000"
BRP000452765,404-이79ㅇ-1,"이지유의 이지 사이언스. 01, 지구 : 빗방울은 뾰족 머리가 아니다",이지유 글·그림,창비,2020,"12,000"
BRP000452766,404-이79ㅇ-2,"이지유의 이지 사이언스. 02, 우주 : 블랙홀은 선을 넘지 않아",이지유 글·그림,창비,2020,"12,000"
BRP000452767,410.7-강39ㅅ,(강쌤의) 수학 상담소 : 수학이 힘든 아이와 엄마를 위한 명쾌한 처방전,강미선 지음,휴먼에듀:휴먼어린이,2020,"16,800"
BRP000452768,004.73-코848ㄱ,계산하는 기계는 생각하는 기계가 될 수 있을까? : 인공지능을 만든 생각들의 역사와 철학,잭 코플랜드 지음 ; 박영대 옮김,에디토리얼,2020,"20,000"
BRP000452769,403.4-미78ㄱ=2,과학 용어 도감 : 그림으로 기억하는 과학 상식,미즈타니 준 지음 ; 오바타 사키 그림 ; 윤재 옮김,초사흘달,2020,"17,000"
BRP000452770,460.04-이79ㄱ,"광물, 그 호기심의 문을 열다",이지섭 지음,동명사,2018,"19,000"
BRP000452771,453.76-아231ㄱ,"구름을 사랑하는 기술 : 물과 공기가 빚어낸, 우리가 몰랐던 하늘 위 진짜 세상",아라키 켄타로 지음 ; 김정환 옮김,쌤앤파커스,2019,"16,000"
BRP000452772,511.1-캐59ㄱ,그리고 당신이 죽는다면 : 괴짜 과학자들의 기상천외한 죽음 실험실,"코디 캐시디,폴 도허티 지음 ; 조은영 옮김",시공사,2018,"15,000"
BRP000452773,456-유17ㄴ,(극지과학자가 들려주는)눈덩어리 지구 이야기,"유규철,이용일 지음",지식노마드,2019,"12,000"
BRP000452774,400-쿠231ㄱ,기묘한 과학책 : 거대 괴물·좀비·뱀파이어·유령·외계인에 관한 실제적이고 이론적인 존재 증명,쿠라레 지음 ; 박종성 옮김,보누스,2020,"16,800"
